,Movie_ID,Rev_ID,Sen_ID,Sentence
3083,tt0926129,669,3,But what makes a horror movie.
3084,tt0926129,669,4,I sure like to see even a tiny bit of a good script and character development.
3085,tt0926129,669,5,"I know they often lack in horror movies, but Prom Night looked like it didn't even put forth ANY effort in that department."
3086,tt0926129,669,6,"Next, we all love suspense."
3087,tt0926129,669,7,That on the edge of your seat suspense with unpredictable surprises.
3088,tt0926129,669,8,"Yeah, Prom Night had none of that!"
3089,tt0926129,669,9,"Of course, we like a terrifying killer."
3090,tt0926129,669,10,Prom Night have that.
3091,tt0926129,669,11,"Nope, it has a pretty boy with a cute lil' knife."
3092,tt0926129,669,12,"And when all else fails...at least horror has its guilty pleasure to make it enjoyable like gore gore gore, and the occasional nude scene!"
3093,tt0926129,669,13,"Yeah, well when you have a horror movie rated PG 13 like Prom Night, they leave that stuff out too."
3094,tt0926129,669,14,"So with all of these elements missing, I ask....does this still count as a horror movie."
3095,tt0926129,669,15,Nope.
3096,tt0926129,669,16,I'd call it more of a comedy.
3097,tt0926129,669,17,"People in my theater were laughing more at this then they were when I saw ""Semi Pro"" that was supposed to actually be a comedy which also sucked, but thats another story!."
3098,tt0926129,669,18,I think I am just going to have to give up on new horror.
3099,tt0926129,669,19,All the good horror movies of the good ol' days have been remade into garbage so movie studios can make money.
3100,tt0926129,669,20,The people I went to see it with didn't even know this was a remake!
3101,tt0926129,669,21,Which made me mad!
3102,tt0926129,669,22,I wonder what will happen when there's no more movies to remake...
3103,tt0926129,669,23,Where will horror go next...
3104,tt0926129,670,1,Prom Night is about a girl named Donna Brittany Snow who is being chased by a psycho killer trying to kill her at her prom night.
3105,tt0926129,670,2,"And by doing so killing her family, friends, and her enemies."
3106,tt0926129,670,3,Now before I begin let me say have you been tired of PG 13 horror movies that haven't been scary lately.
3107,tt0926129,670,4,Are you tired of stupid girl dialog 'Oh my god' and talking about girlish things.
3108,tt0926129,670,5,And are you really tired of girls in relationships and then crying.
3109,tt0926129,670,6,"And the last thing are you tired of the US remaking Asian, Japanese, and Chinese films."
3110,tt0926129,670,7,That pretty much sums up Prom night but I'm still not done with the review.
3111,tt0926129,670,8,The only reason to see 'Prom night' is to crack a laugh at the kills.
3112,tt0926129,670,9,"If not, don't see Prom night."
3113,tt0926129,670,10,You never see the kills an only hear screaming and you see some blood on the wall.
3114,tt0926129,670,11,And by the way the deaths are repeating like 24/7.
3115,tt0926129,670,12,So not only aren't they scary but it's obnoxious.
3116,tt0926129,670,13,By the time I met the cast I think I was ready to hurl.
3117,tt0926129,670,14,"Too much girl talk, too much guy talk, and lots of 'Oh my gosh."
3118,tt0926129,670,15,It's our prom'.
3119,tt0926129,670,16,I understand it's fun but seriously is it too much to ask not to concentrate.
3120,tt0926129,670,17,If I were to put Prom Night on the list of worst films of 2008 without seeing the other films I'd be the first one too.
3121,tt0926129,670,18,I'm not going to be surprised if it gets released on DVD for cheap and quick.
3122,tt0926129,670,19,"Seriously don't spend your money or the time for dull acting, cheap scares, and a 'Night to die for' when watching the film.1 star out of 10."
3123,tt0926129,670,20,P.S.
3124,tt0926129,670,21,If I could give the film zero stars I would.
3125,tt0926129,671,1,"Poor acting, no script, no plot, no convincing killer, no suspense, no original setups, it uses the same closet/under the bed/person behind you in the mirror tactics over and over again making it repetitive and boring, and NOT in a foreshadowing way either, and the fact that NOBODY ever ""really"" gets killed at least not on screen , which in turn zaps any suspense it may invoke right out of it and makes everyone feel eve MORE cheated for spending money on their admission ticket....its a horror film w/o any horror LMAO."
3126,tt0926129,671,2,The MOST you see is what looks like someone having taken a ketchup bottle and spraying it across a plastic sheet.
3127,tt0926129,671,3,"You have to be a teen who was sitting there screaming in the theater and scaring yourself to have enjoyed this, or you were high/drunk at the time."
3128,tt0926129,671,4,"Honestly, I have a life and don't bother writing reviews that often unless I really really hated something, or enjoyed it tremendously."
3129,tt0926129,671,5,But this film is AWFUL and I feel I have a duty of sorts to warn you NOT to give your money to Hollywood and encourage this kind of filmaking ever again!
3130,tt0926129,671,6,"It is one thing to rent a ""bad"" movie at blockbuster from the Weinsteins, its another when you have to sit through it in a theater."
3131,tt0926129,671,7,"Also, in case you want some remake nostalgia, forget it!"
3132,tt0926129,671,8,"This is NOT a remake, nor is it a re imagining."
3133,tt0926129,671,9,"It is not scary, nor engaging, nor is it satisfying enough to be ""funny"" like others on IMDb have claimed...it is just stale and booooring."
3134,tt0926129,671,10,"Here is what you will take away from this film: remembering the scar on Brittany Snow's head that stands out more than the plot, the fact that Jonathan Schaech MUST be having some sexual affair with J.S."
3135,tt0926129,671,11,"Cardone of ""The Forsaken"" to have gotten another role as a killerbecause he is as frightening as my poodle, and too cute to kill just about anyone and that for some reason duh everyone who goes back to the hotel suite never comes back."
3136,tt0926129,671,12,What kind of person would NOT get worried at the prom when they decide to announce the candidates for prom king and queen and the fiercely competitive girl just somehow doesn't show up.
3137,tt0926129,671,13,This is my warning to you.
3138,tt0926129,671,14,DO NOT waste you're money like I did.
3139,tt0926129,671,15,"The ""original"" sucks too but is more of a guilty pleasure for Jamie Lee Curtis fans, though no way near as bad as this piece of crap sorry to sound vulgar or rude, but once you see this, you will understand why I say what I say."
3140,tt0926129,672,1,Prom Night is shot with the artistic eye someone gives while finely crafting a Lifetime original film.
3141,tt0926129,672,2,You know the one.
3142,tt0926129,672,3,"This October, Lifetime takes a break from the courageous tale of a woman surviving insert disease name here to tell the somewhat creepy tale of a woman pursued by a stalker ex boyfriend."
3143,tt0926129,672,4,It's dramatic  it's sappy  it's immensely dull.
3144,tt0926129,672,5,"It does nothing to further a genre, tell an original story, or strive for ANY sort of newness."
3145,tt0926129,672,6,Prom Night shares this plight.
3146,tt0926129,672,7,"Watching the killer poke holes in his victims, we sit silently as they slump to the floor with not a drop of blood spilled."
3147,tt0926129,672,8,It occurred to me that this was the cleanest killer in movie history.
3148,tt0926129,672,9,Our director is working with a fairly good looking killer so he is forced to pour on the camera angles to make him appear creepier.
3149,tt0926129,672,10,Think about Matthew McConaughey coming at you with a knife.
3150,tt0926129,672,11,"You'd probably go  ""OH!"
3151,tt0926129,672,12,Good lookin guy is going to kill me.
3152,tt0926129,672,13,"Naaaa."""
3153,tt0926129,672,14,"Not scary even for a second, so the director throws Schaech into shadows and over the shoulder in the mirror."
3154,tt0926129,672,15,This mirror shot is repeated to the point of sickness as it practically becomes a fetish of the creator.
3155,tt0926129,672,16,"You'll get 15 jump scares in this film, 2 of which made my date jump I might mention she is afraid of EVERYTHING."
3156,tt0926129,672,17,I'd also mention she decided to take a nap halfway through the film and at one point threatened to leave me.
3157,tt0926129,672,18,"As if this film were not disjointed enough, it appears to be cut to shreds."
3158,tt0926129,672,19,"I'm not saying it looks like key points were left on the cutting room floor as the crew scrambled to salvage some semblance of a horror film; I'm saying as the film moves from scene to scene, you often get a jarring jump."
3159,tt0926129,672,20,"This is the kind of thing you'd expect when a film catches fire and a projectionist is forced to splice ends together, cross his fingers, and hope for the best."
3160,tt0926129,672,21,The editor should be shot.
3161,tt0926129,672,22,"With a plot you can pack into two sentences, one stray spray of blood, an emo killer, and the tension of a very special episode of ""Silver Spoons"", we're left with no reason to support horror this weekend  at least on the big screen."
3162,tt0926129,672,23,"In fact, this is the sort of film that should be punished."
3163,tt0926129,672,24,Is it really that hard to make a scary movie.
3164,tt0926129,672,25,Was this crew even aware they were making a horror film..!!
3165,tt0926129,672,26,A complete waste of my time and yours.
3166,tt0926129,672,27,I bit the bullet to get you this review.
3167,tt0926129,672,28,Don't let my sacrifice be in vain.
3168,tt0926129,672,29,DON'T GO INTO THE MOVIE!!!
3169,tt0926129,673,1,...let me count the ways.1.
3170,tt0926129,673,2,A title only 'remake' that pulls out every cliché in the slasher handbook.2.
3171,tt0926129,673,3,A plot so predictable that it becomes quite pathetic.3.
3172,tt0926129,673,4,A completely weak execution of all attempts at suspense or thrills.4.
3173,tt0926129,673,5,"A PG 13 rating that insures no gore, violence, or sex.5."
3174,tt0926129,673,6,A villain that is not frightening or even mysterious.6.
3175,tt0926129,673,7,A cast of characters that are so thinly written and stereotyped that we couldn't possibly care about them.7.
3176,tt0926129,673,8,A lack of any effectively creepy atmosphere much unlike the original Prom Night.8.
3177,tt0926129,673,9,A script of dialog that's beyond poor it's mind numbing.
3178,tt0926129,673,10,9
3179,tt0926129,673,11,A series of cardboard performances not sure whether to blame the actors or the lousy aforementioned script for that.10.
3180,tt0926129,673,12,A completely inept teen targeted slasher remake that's not brave enough to attempt to have an imagination or even to show a puddle of blood.
3181,tt0926129,673,13,"It's a no brainer horror fans, save your money."
3182,tt0926129,673,14,BOMB out of
3183,tt0312528,9444,1,There's only one thing I'm going to say about cat in the hat...as a KIDS movie and a good comedy movie it sucks...
3184,tt0312528,9444,2,I lost track of how many terrible jokes in the movie that not only sucked but weren't exactly kid appropriate.
3185,tt0312528,9444,3,Oh and by the way the way the cat in the hat talked was annoying...as for the plot I completely forgot.
3186,tt0312528,9444,4,Who cares it sucked anyway. i'm not sure why Mike Myers joined but I think the writers were trying to make it sound like him in Austin powers without the swinger talk and it overly succeeded but so what it was annoying. don't see it it belongs in the bottom 100.............................. the jokes are so unkiddy it's funny
3187,tt0312528,9445,1,Shame Shame Shame on UA/DW for what you do!
3188,tt0312528,9445,2,I was appalled.
3189,tt0312528,9445,3,Do NOT take kids to see this movie.
3190,tt0312528,9445,4,The humor is totally inappropriate for children plus they'll be bored and disappointed.
3191,tt0312528,9445,5,Certainly we all have read Theo's wonderful children book and certainly we have expectations...but this is pure trash.
3192,tt0312528,9445,6,Dr.
3193,tt0312528,9445,7,"Seuss would be ashamed and certainly would've never given his ""thumbs up"" at such a dastardly attempt to capitalize on a classic."
3194,tt0312528,9445,8,What a pity.
3195,tt0312528,9445,9,Spend your money on the book.
3196,tt0312528,9445,10,"If you own a copy, then buy the book and donate it to a Toys for Tots program."
3197,tt0312528,9445,11,"This movie is NOT worth a ""free"" ticket viewing."
3198,tt0312528,9445,12,Stick with the book.
3199,tt0312528,9445,13,The tv cartoon version works well if you want a visual portrayal save your money...seriously.
3200,tt0312528,9445,14,SAVE your money it will be on cable by saint patty's day.
3201,tt0312528,9445,15,Shame shame shame on what they do!!
3202,tt0312528,9446,1,An absolutely atrocious adaptation of the wonderful children's book.
3203,tt0312528,9446,2,"Crude and inappropriate humor, some scary parts, and a sickening side story about the mom's boyfriend wanting to send the boy away to military school to get him out of the way makes this totally inappropriate for the kids who will most likely want to see it because of the book 3 8 yr olds."
3204,tt0312528,9446,3,"Don't waste your money, your time, or your good judgement."
3205,tt0312528,9447,1,"Most movies I can sit through easily, even if I do not particularly like the movie."
3206,tt0312528,9447,2,I am the type of person who recognizes great films even if I do not like the genre.
3207,tt0312528,9447,3,This is the first movie I could not stand to watch.
3208,tt0312528,9447,4,Cat in the Hat is the worst movie I have ever seen and I've seen a lot of movies.
3209,tt0312528,9447,5,"The acting is okay Myers is good as the cat, it's just that he is REALLY annoying."
3210,tt0312528,9447,6,"The silly songs the cat sings were boring and monotonous, even for the children in the audience."
3211,tt0312528,9447,7,"The plot drags on and on, and viewers must suffer through poor dialogue."
3212,tt0312528,9447,8,"The ""witty"" parental remarks are disgusting, not funny I remember some awful comment about a garden hoe being compared to, well, a type of person people call a ""ho""."
3213,tt0312528,9447,9,"Even though the movie is really short, it seemed to last FOREVER."
3214,tt0312528,9447,10,Do not waste your time.
3215,tt0312528,9447,11,I know small kids who hated this movie.
3216,tt0312528,9447,12,"If children can't stand it, I do not know how any adults can."
3217,tt0312528,9447,13,I would like to fume more about this film but I do not even feel like wasting anymore time writing this review about it.
3218,tt0312528,9447,14,I HATED IT!
3219,tt0312528,9447,15,"So, in summary, do not spend 90 minutes of your life watching this!"
3220,tt0312528,9447,16,See a GOOD movie!
3221,tt0312528,9447,17,1/10 stars the lowest review I have ever given a movie.
3222,tt0312528,9448,1,"No redeeming features, this film is rubbish."
3223,tt0312528,9448,2,Its jokes don't begin to be funny.
3224,tt0312528,9448,3,"The humour for children is pathetic, and the attempts to appeal to adults just add a tacky smuttishness to the whole miserable package."
3225,tt0312528,9448,4,Sitting through it with my children just made me uncomfortable about what might be coming next.
3226,tt0312528,9448,5,I couldn't enjoy the film at all.
3227,tt0312528,9448,6,"Although my child for whom the DVD was bought enjoyed the fact that she owned a new DVD, neither she nor her sisters expressed much interest in seeing it again, unlike with Monsters inc, Finding Nemo, Jungle Book, Lion King, etc. which all get frequent requests for replays."
3228,tt0312528,9449,1,Dr.
3229,tt0312528,9449,2,Seuss would sure be mad right now if he was alive.
3230,tt0312528,9449,3,Cat in the Hat proves to show how movie productions can take a classic story and turn it into a mindless pile of goop.
3231,tt0312528,9449,4,"We have Mike Myers as the infamous Cat in the Hat, big mistake!"
3232,tt0312528,9449,5,Myers proves he can't act in this film.
3233,tt0312528,9449,6,He acts like a prissy show girl with a thousand tricks up his sleeve.
3234,tt0312528,9449,7,"The kids in this movie are all right, somewhere in between the lines of dull and annoying."
3235,tt0312528,9449,8,"The story is just like the original with a couple of tweaks and like most movies based on other stories, never tweak with the original story!"
3236,tt0312528,9449,9,Bringing in the evil neighbor Quin was a bad idea.
3237,tt0312528,9449,10,He is a stupid villain that would never get anywhere in life.
3238,tt0312528,9449,11,This movie is like a rejected comic strip from the newspaper if you think about it.
3239,tt0312528,9449,12,The film sure does look tacky!
3240,tt0312528,9449,13,"Sure there are a funny adult jokes like where the cat cuts of his tail and the censor goes off before he says a naughty word, mildly funny."
3241,tt0312528,9449,14,"At least the Grinch had spunk, and the film was actually good!"
3242,tt0312528,9449,15,This film is a cartoonish piece of snot with bright colors and bad mediocre acting.
3243,tt0312528,9449,16,Was Mike Myers even in this movie actually.
3244,tt0312528,9449,17,"And another thing, the fish."
3245,tt0312528,9449,18,What is with that stupid fish!
3246,tt0312528,9449,19,"First time you see him, he's an actual fish."
3247,tt0312528,9449,20,"Next time you see him, he's all animated and talking."
3248,tt0312528,9449,21,But he looks like an animated piece of rubber play dough!
3249,tt0312528,9449,22,This film is a total off target wreck.
3250,tt0312528,9449,23,"Good joke, bad joke, bad, bad, bad, good joke!"
3251,tt0312528,9449,24,"I'm surprised it even had good jokes like the water park ride joke, that was good."
3252,tt0312528,9449,25,"So please if you have the choice, watch the Grinch instead of this mess."
3253,tt0312528,9450,1,"Spend your time any other way, even housework is better than this movie."
3254,tt0312528,9450,2,"The jokes aren't funny, the fun rhymes that are Dr."
3255,tt0312528,9450,3,Seus aren't there.
3256,tt0312528,9450,4,A very lousy way to waste an evening.
3257,tt0312528,9450,5,My kids 4 16 laughed a little at the beginning the younger ones got bored with it and left to play Barbies and the older ones left to play ps2 and surf the net.
3258,tt0312528,9450,6,My wife left and did dishes.
3259,tt0312528,9450,7,So I finished it alone.
3260,tt0312528,9450,8,"It was the worst ""kids"" movie I have seen."
3261,tt0312528,9450,9,"If you want to watch a fun kids movie watch Shrek 2, that movie is fun for kids and their parents."
3262,tt0312528,9450,10,AVOID THIS MOVIE.
3263,tt0312528,9450,11,"It isn't funny, isn't cute, the cat's makeup is about the only good thing in it and you can see that on the disc label."
3264,tt0312528,9451,1,I've seen some bad things in my time.
3265,tt0312528,9451,2,A half dead cow trying to get out of waist high mud; a head on collision between two cars; a thousand plates smashing on a kitchen floor; human beings living like animals.
3266,tt0312528,9451,3,But never in my life have I seen anything as bad as The Cat in the Hat.
3267,tt0312528,9451,4,"This film is worse than 911, worse than Hitler, worse than Vllad the Impaler, worse than people who put kittens in microwaves."
3268,tt0312528,9451,5,"It is the most disturbing film of all time, easy."
3269,tt0312528,9451,6,"I used to think it was a joke, some elaborate joke and that Mike Myers was maybe a high cocaine sniffing drug addled betting junkie who lost a bet or something."
3270,tt0312528,9451,7,I shudder
3271,tt0312528,9452,1,I was so looking forward to seeing this when it was in production.
3272,tt0312528,9452,2,But it turned out to be the the biggest let down.
3273,tt0312528,9452,3,A far cry from the whimsical world of Dr Seuss.
3274,tt0312528,9452,4,It was vulgar and distasteful I don't think Dr Seuss would have approved.
3275,tt0312528,9452,5,How the Grinch stole Christmas was much better.
3276,tt0312528,9452,6,I understand it had some subtle adult jokes in it but my children have yet to catch on.
3277,tt0312528,9452,7,Whereas The Cat in the Hat screamed vulgarity they caught a lot more than I would have liked.
3278,tt0312528,9452,8,Growing up with Dr Seuss It really bothered me to see how this timeless classic got trashed on the big screen .
3279,tt0312528,9452,9,Lets see what they do with Horton hears a who.
3280,tt0312528,9452,10,I hope this one does Dr Seuss some justice.
3281,tt0312528,9453,1,"Holy cow, what a piece of sht this movie is."
3282,tt0312528,9453,2,I didn't how these filmmakers could take a 250 word book and turn it into a movie.
3283,tt0312528,9453,3,I guess they didn't know either!
3284,tt0312528,9453,4,"I don't remember any farting or belching in the book, do you."
3285,tt0312528,9453,5,"They took this all times childrens classic, added some farting, belching and sexual inuindo, and prostituted it into a KAKA joke."
3286,tt0312528,9453,6,This should give you a good idea of what these hollywood producers think like.
3287,tt0312528,9453,7,"I have to say, visually it was interesting, but the brilliant visual story is ruined by toilet humor if you even think that kind of thing is funny I DON'T want the kids that I know to think it is."
3288,tt0312528,9453,8,"Don't take your kids to see, don't rent the DVD."
3289,tt0312528,9453,9,I hope the ghost of Doctor Suess ghost comes and haunts the people that made this movie.
3290,tt0312528,9454,1,"When my own child is begging me to leave the opening show of this film, I know it is bad."
3291,tt0312528,9454,2,I wanted to claw my eyes out.
3292,tt0312528,9454,3,I wanted to reach through the screen and slap Mike Myers for sacrificing the last shred of dignity he had.
3293,tt0312528,9454,4,"This is one of the few films in my life I have watched and immediately wished to ""unwatch"", if only it were possible."
3294,tt0312528,9454,5,"The other films being 'Troll 2' and 'Fast and Furious', both which are better than this crap in the hat."
3295,tt0312528,9454,6,I may drink myself to sleep tonight in a vain attempt to forget I ever witnessed this blasphemy on the good Seuss name.
3296,tt0312528,9454,7,"To Mike Myers, I say stick with Austin or even resurrect Waynes World."
3297,tt0312528,9454,8,"Just because it worked for Jim Carrey, doesn't mean Seuss is a success for all Canadians."
3298,tt0312528,9455,1,Well I guess I know the answer to that question.
3299,tt0312528,9455,2,For the MONEY!
3300,tt0312528,9455,3,We have been so bombarded with Cat In The Hat advertising and merchandise that we almost believe there has to be something good about this movie.
3301,tt0312528,9455,4,"I admit, I thought the trailers looked bad, but I still had to give it a chance."
3302,tt0312528,9455,5,Well I should have went with my instincts.
3303,tt0312528,9455,6,It was a complete piece Hollywood trash.
3304,tt0312528,9455,7,"Once again proving that the average person can be programed into believing anything they say is good, must be good."
3305,tt0312528,9455,8,"Aside from the insulting fact that the film is only about 80 minutes long, it obviously started with a moth eaten script."
3306,tt0312528,9455,9,"It's chock full of failed attempts at senseless humor, and awful pastel sceneries."
3307,tt0312528,9455,10,It jumps all over the universe with no destination nor direction.
3308,tt0312528,9455,11,"This is then compounded with, ............................yes I'll say it, BAD ACTING!"
3309,tt0312528,9455,12,"I couldn't help but feel like I was watching ""Coffee Talk"" on SNL every time Mike Myers opened his mouth."
3310,tt0312528,9455,13,Was the Cat intended to be a middle aged Jewish woman.
3311,tt0312528,9455,14,"Spencer Breslin and Dakota Fanning were no prize either, but Mr."
3312,tt0312528,9455,15,Myers should disappear under a rock somewhere until he's ready to make another Austin Powers movie.
3313,tt0312528,9455,16,"F , no stars, 0 on a scale of 1 10."
3314,tt0312528,9455,17,Save your money!
3315,tt0312528,9456,1,"The sun was not shining, it was too wet to play, so I went to the movies, that cold, cold, wet date day."""
3316,tt0312528,9456,2,"The Cat in the Hat"" was the name of the flick, and when it was over, my stomach was sick."
3317,tt0312528,9456,3,"Mike Myers played the Cat, his humor was lame, and kids needn't see this, the humor was not tame.the film was like drinking milk, from a rabid cow, so it IS fun to have fun, yet the filmmakers didn't know how."
3318,tt0312528,9456,4,"This film, in short is atrocious."
3319,tt0312528,9456,5,"The acting was bad, the plot was tweaked too much, and the humor was surprisingly very crude."
3320,tt0312528,9456,6,"It starts with Conrad and Sally, A rule breaker and a future sheriff."
3321,tt0312528,9456,7,"When their Mother has to go to work, she gets Mrs."
3322,tt0312528,9456,8,Kwan to babysit.
3323,tt0312528,9456,9,Possibly the lone funny part in the movie is when Mrs.
3324,tt0312528,9456,10,"Kwan is watching a Taiwanese court room, a `la C SPAN."
3325,tt0312528,9456,11,"She soon falls asleep, and here comes the Cat."
3326,tt0312528,9456,12,The film starts to spiral out of control.
3327,tt0312528,9456,13,The Cat came to try to let the kids have some fun.
3328,tt0312528,9456,14,"He's got Thing 1 and Thing 2, Who suddenly start trashing the house."
3329,tt0312528,9456,15,"He improvises a TV Infomercial, and accidentally slices his tail off."
3330,tt0312528,9456,16,"And when the Cat goes full Carmen Miranda, it's not funny."
3331,tt0312528,9456,17,Possibly his only funny disguise is as a hippie activist.
3332,tt0312528,9456,18,And there's a fish who tries warning the kids about the Cat.
3333,tt0312528,9456,19,"Too bad he didn't warn us this film was as much fun as sour milk, or chopping your tail off."
3334,tt0312528,9456,20,"Soon the kids are outside looking for the family dog, who has the key to a crate on his collar."
3335,tt0312528,9456,21,"If the crate is not locked soon, their house will be home to the Cat's universe."
3336,tt0312528,9456,22,"Here it gets a little more interesting, but not enough to save the film."
3337,tt0312528,9456,23,"The acting, overall, is horrible."
3338,tt0312528,9456,24,"Mike Meyers brings his brand of irreverent Austin Powers humor to the Cat, Saying things like ""You dirty ho"" and imagining himself as a woman for the rest of his life after a whack in the testicles while posing as a pinata."
3339,tt0312528,9456,25,"Spencer Breslin is great as the trouble making Conrad, and Dakota Fanning is cute as Sally, though they alone are not enough to save this horrendous Aortic Dissection waiting to kill John Ritteraccident waiting to happen."
3340,tt0312528,9456,26,"Alec Baldwin's slick and slimey Lawrence Quinn is disgusting, ever trying to woo the kids mom, who is played by Kelly Preston."
3341,tt0312528,9456,27,And Sean Hayes is Mr.
3342,tt0312528,9456,28,"Humberfloob, Mom's boss, and is also the voice of the fish."
3343,tt0312528,9456,29,The latter three are also bland.
3344,tt0312528,9456,30,"Overall, if I were a parent I would not take my kids who are into potty humor, cause there's plenty of it and more."
3345,tt0312528,9456,31,Save your $7.00 and see something else.
3346,tt0312528,9456,32,As the late great Dr.
3347,tt0312528,9456,33,"Seuss once said,It is fun to have fun, But you have to know how."
3348,tt0312528,9456,34,"Really, Universal, stop!"
3349,tt0312528,9456,35,Theodore's already turning over in his grave.
3350,tt0312528,9456,36,"Like my Mom always says, ""Curiousity killed the Cat""."
3351,tt0312528,9456,37,The Cat In The Hat  out of
3352,tt0312528,9457,1,"Just about everything in this movie is wrong, wrong, wrong."
3353,tt0312528,9457,2,"Take Mike Myers, for example."
3354,tt0312528,9457,3,"He's reached the point where you realize that his shtick hasn't changed since his SNL days, over ten years ago."
3355,tt0312528,9457,4,He's doing the same cutesy stream of consciousness jokes and the same voices.
3356,tt0312528,9457,5,His Cat is painfully unfunny.
3357,tt0312528,9457,6,He tries way to hard.
3358,tt0312528,9457,7,"He's some weird Type A comedian, not the cool cat he's supposed to be."
3359,tt0312528,9457,8,The rest of the movie is just as bad.
3360,tt0312528,9457,9,The sets are unbelievably ugly and clearly a waste of millions of dollars.
3361,tt0312528,9457,10,Cardboard cut outs for the background buildings would have made more sense than constructing an entire neighborhood and main street.
3362,tt0312528,9457,11,"Alec Balwin tries to do a funny Great Santini impression, but he ends up looking and sounding incoherent."
3363,tt0312528,9457,12,There's even an innapropriate cheesecake moment with faux celebrity Paris Hilton that sticks in the mind simply because this is supposed to be a Dr.
3364,tt0312528,9457,13,Seuss story.
3365,tt0312528,9457,14,"Avoid this movie at all costs, folks."
3366,tt0312528,9457,15,It's not even an interesting train wreck.
3367,tt0312528,9457,16,I hope they'll make Horton Hears a Who with Robin Williams.
3368,tt0312528,9457,17,Then we'll have the bad Seuss movie starring spasitc comedian trilogy.
3369,tt0312528,9458,1,"There are plenty of comments already posted saying exactly how I felt about this film so Ill keep it short."""
3370,tt0312528,9458,2,"The Grinch"" I thought was marvellous Jim Carrey is a truly talented, physical comedian as well as being a versatile clever actor in my opinion."
3371,tt0312528,9458,3,Mike Myers on the other hand gets his laughs by being annoying.
3372,tt0312528,9458,4,"I used to like him very much in his ""Waynes World"" and ""So I Married an Axe Murderer"" days but Ive never been fond of Austin Powers and ""the Cat In The Hat"" has just finished me off."
3373,tt0312528,9458,5,This film was horrible the gags were horrible!
3374,tt0312528,9458,6,inappropriate for children not only in adult content but in the fact that some of them were so dated they havent amused anyone for 50 years!
3375,tt0312528,9458,7,"The plot was messy, messy, messy!"
3376,tt0312528,9458,8,"Its a shame really because the children were very likeable as was ""Mom""."
3377,tt0312528,9458,9,"They probably could have picked a better villain than Alec Baldwin but he could have pulled it off if it weren't for Myers ugly, revolting over acted portrayal of the Cat."
3378,tt0312528,9458,10,I mean did Myers even glance at a script.
3379,tt0312528,9458,11,Was one written.
3380,tt0312528,9458,12,The other actors seemed to have one but the Cat just seemed to be winging it!
3381,tt0312528,9458,13,On the other hand I would like to mention that the sets and props were marvellous!!!
3382,tt0312528,9458,14,But unfortunately they cant save this film.
3383,tt0312528,9458,15,Poor Dr Seuss the man was a genius!
3384,tt0312528,9458,16,"Dont ruin his reputation by adapting his work in a such a lazy, messy way!!!"
3385,tt0312528,9458,17,01-Oct
3386,tt0312528,9459,1,Bad.
3387,tt0312528,9459,2,Bad.
3388,tt0312528,9459,3,Bad.
3389,tt0312528,9459,4,Those three lines sum up this crappy little film that can only attract idiot children and their parents to the cinema. and its...
3390,tt0312528,9459,5,#1 Movie in America!
3391,tt0312528,9459,6,What is this country thinking.
3392,tt0312528,9459,7,Mike Myers looking more like Micheal Jackson.
3393,tt0312528,9459,8,Some Chineese lady that falls asleep within 3 minutes.
3394,tt0312528,9459,9,A lame plot with dirty jokes.
3395,tt0312528,9459,10,It's grotesuque and awful.
3396,tt0312528,9459,11,When Green Eggs and Ham comes out in 2005 I'll be so happy!
3397,tt0312528,9459,12,not Eddie Murphy and Tracy Morgan will probably play two hipsters trying to find the lost Green Eggs and Ham.
3398,tt0312528,9459,13,They'll try to chase Sam I Am and that mean guy who are running away with it.
3399,tt0312528,9459,14,I hope they don't ruin the classic book.
3400,tt0312528,9459,15,Don't waste time and money by seeing this.
3401,tt0312528,9460,1,This movie has made me upset!
3402,tt0312528,9460,2,When I think of Cat in the hat.
3403,tt0312528,9460,3,Im thinking of cat in the hat books.
3404,tt0312528,9460,4,"You know, the one from a few years back that parents read to thier children."
3405,tt0312528,9460,5,"Well, I though that this movie would be a lot like that!"
3406,tt0312528,9460,6,But much to my suprise was nothing like the books!
3407,tt0312528,9460,7,Insted it is more like young adult humor movie.
3408,tt0312528,9460,8,In one part cat is talking to a gardening tool hoe cat talks to it like it is his hoe agin adult humor. the naming of his car I all so though was a little untastful for a kids movie. under the rating you'll find: mild cude humor and some double entendres.
3409,tt0312528,9460,9,I think in short this means adult humor.
3410,tt0312528,9460,10,I wish I could return this movie!
3411,tt0312528,9460,11,wal mart said they wouldn't because the movie has been opened.
3412,tt0312528,9460,12,If you are thinking about buying this I suggest that maybe rent before you buy.
3413,tt0312528,9461,1,The Cat in the Hat is just a slap in the face film.
3414,tt0312528,9461,2,Mike Myers as The Cat in the Hat is downright not funny and Mike Myers could not have been any worse.
3415,tt0312528,9461,3,This is his worst film he has ever been in.
3416,tt0312528,9461,4,The acting and the story was just terrible.
3417,tt0312528,9461,5,I mean how could they make the most beloved stories by Dr.
3418,tt0312528,9461,6,Seuss be made into film and being one of the worst films of all time and such a disappointment.
3419,tt0312528,9461,7,"I couldn't have seen a more worst film than this besides, maybe Baby Geniuses."
3420,tt0312528,9461,8,But this film is just so bad I can't even describe how badly they made this film.
3421,tt0312528,9461,9,Bo Welch should be fired or the writer should.
3422,tt0312528,9461,10,Hedeen's outlook: 0/10 No Stars F
3423,tt0312528,9462,1,Inappropriate.
