"","no","Rev_ID","Sen_ID","Word","POS","aspect.category"
"1839","tt0038351",5873,1,"filmmaking process","noun","direction"
"1840","tt0038351",5873,1,"tale","noun","story"
"1841","tt0038351",5873,1,"lies","noun","no"
"1842","tt0038351",5873,1,"servicemen","noun","no"
"1843","tt0038351",5873,1,"WWII","noun","no"
"1844","tt0038351",5873,1,"fact","noun","no"
"1845","tt0038351",5873,1,"story","noun","story"
"1846","tt0038351",5873,2,"Samuel Goldwyn","noun","cast"
"1847","tt0038351",5873,2,"credit","noun","no"
"1848","tt0038351",5873,2,"chutzpah","noun","no"
"1849","tt0038351",5873,2,"film","noun","general"
"1850","tt0038351",5873,2,"its leads","noun","no"
"1851","tt0038351",5873,2,"vet","noun","no"
"1852","tt0038351",5873,2,"pincers","noun","no"
"1853","tt0038351",5873,2,"hands","noun","no"
"1854","tt0038351",5874,1,"Wilder film","noun","general"
"1855","tt0038351",5874,1,"stories","noun","story"
"1856","tt0038351",5874,1,"people","noun","no"
"1857","tt0038351",5874,1,"bugs","noun","no"
"1858","tt0038351",5874,2,"Billy","noun","no"
"1859","tt0038351",5874,2,"pictures","noun","no"
"1860","tt0038351",5874,2,"paintings","noun","no"
"1861","tt0038351",5874,2,"condition","noun","no"
"1862","tt0038351",5874,4,"love","noun","no"
"1863","tt0038351",5874,5,"anyone","noun","no"
"1864","tt0038351",5874,5,"list","noun","no"
"1865","tt0038351",5874,5,"films","noun","general"
"1866","tt0038351",5874,5,"Wilder film","noun","general"
"1867","tt0038351",5874,7,"movie","noun","general"
"1868","tt0038351",5874,7,"TV","noun","no"
"1869","tt0038351",5874,7,"60s","noun","no"
"1870","tt0038351",5874,7,"kid","noun","no"
"1871","tt0038351",5874,7,"room","noun","no"
"1872","tt0038351",5874,7,"tears","noun","no"
"1873","tt0038351",5874,8,"man","noun","no"
"1874","tt0038351",5874,8,"tears","noun","no"
"1875","tt0038351",5874,8,"room","noun","no"
"1876","tt0038351",5874,9,"people","noun","no"
"1877","tt0038351",5874,10,"Billy","noun","no"
"1878","tt0038351",5874,10,"film","noun","general"
"1879","tt0038351",5874,10,"generation","noun","no"
"1880","tt0038351",5874,10,"way","noun","no"
"1881","tt0038351",5874,10,"way","noun","no"
"1882","tt0038351",5874,10,"power","noun","no"
"1883","tt0038351",5874,10,"spirit","noun","no"
"1884","tt0038351",5875,1,"film","noun","general"
"1885","tt0038351",5875,1,"fashion","noun","no"
"1886","tt0038351",5875,1,"miniskirt","noun","no"
"1887","tt0038351",5875,2,"triumph","noun","no"
"1888","tt0038351",5875,2,"post war period","noun","no"
"1889","tt0038351",5875,2,"1970s","noun","no"
"1890","tt0038351",5875,2,"students","noun","no"
"1891","tt0038351",5875,2,"cinema","noun","general"
"1892","tt0038351",5875,3,"recognition","noun","no"
"1893","tt0038351",5875,3,"representation","noun","no"
"1894","tt0038351",5875,3,"soldiers","noun","no"
"1895","tt0038351",5875,3,"integration","noun","no"
"1896","tt0038351",5875,3,"post war life","noun","no"
"1897","tt0038351",5875,3,"films","noun","general"
"1898","tt0038351",5875,3,"Deer Hunter","noun","no"
"1899","tt0038351",5875,4,"evaluation","noun","no"
"1900","tt0038351",5875,4,"extremes","noun","no"
"1901","tt0038351",5875,5,"tale","noun","story"
"1902","tt0038351",5875,6,"servicemen","noun","no"
"1903","tt0038351",5875,6,"World War II","noun","no"
"1904","tt0038351",5875,6,"Big","noun","no"
"1905","tt0038351",5875,7,"home","noun","no"
"1906","tt0038351",5875,7,"their Midwest town","noun","no"
"1907","tt0038351",5875,7,"lives","noun","no"
"1908","tt0038351",5875,8,"disability","noun","no"
"1909","tt0038351",5875,8,"job","noun","no"
"1910","tt0038351",5875,8,"nothing","noun","no"
"1911","tt0038351",5875,8,"determination","noun","no"
"1912","tt0038351",5875,9,"performances","noun","cast"
"1913","tt0038351",5875,10,"cast","noun","cast"
"1914","tt0038351",5875,10,"Actor Oscar","noun","cast"
"1915","tt0038351",5875,10,"Sergeant","noun","no"
"1916","tt0038351",5875,10,"his job","noun","no"
"1917","tt0038351",5875,10,"bank","noun","no"
"1918","tt0038351",5875,11,"Jimmy Stewart","noun","cast"
"1919","tt0038351",5875,11,"Life","noun","no"
"1920","tt0038351",5875,11,"Picture Award","noun","no"
"1921","tt0038351",5875,11,"film","noun","general"
"1922","tt0038351",5875,11,"nerve","noun","no"
"1923","tt0038351",5875,11,"post war audience","noun","no"
"1924","tt0038351",5875,13,"March","noun","no"
"1925","tt0038351",5875,13,"scene","noun","general"
"1926","tt0038351",5875,13,"speech","noun","no"
"1927","tt0038351",5875,13,"incident","noun","no"
"1928","tt0038351",5875,13,"WWII hero Pappy Boyington","noun","no"
"1929","tt0038351",5875,14,"grain","noun","no"
"1930","tt0038351",5875,14,"cast","noun","cast"
"1931","tt0038351",5875,14,"March","noun","cast"
"1932","tt0038351",5875,14,"wife","noun","no"
"1933","tt0038351",5875,14,"Academy","noun","no"
"1934","tt0038351",5875,15,"hint","noun","no"
"1935","tt0038351",5875,15,"warmth","noun","no"
"1936","tt0038351",5875,16,"fact","noun","no"
"1937","tt0038351",5875,16,"March","noun","cast"
"1938","tt0038351",5875,17,"time","noun","no"
"1939","tt0038351",5875,18,"Something","noun","no"
"1940","tt0038351",5875,18,"smiles","noun","no"
"1941","tt0038351",5875,18,"her air","noun","no"
"1942","tt0038351",5875,18,"tolerance","noun","no"
"1943","tt0038351",5875,18,"joyfulness","noun","no"
"1944","tt0038351",5875,19,"nonsense","noun","no"
"1945","tt0038351",5875,19,"wife","noun","no"
"1946","tt0038351",5875,19,"homemaker","noun","no"
"1947","tt0038351",5875,19,"your ideal","noun","no"
"1948","tt0038351",5875,20,"Academy voters","noun","no"
"1949","tt0038351",5875,21,"problem","noun","no"
"1950","tt0038351",5875,21,"film","noun","general"
"1951","tt0038351",5875,22,"Dana Andrews","noun","cast"
"1952","tt0038351",5875,22,"soda jerk who","noun","no"
"1953","tt0038351",5875,22,"war hero","noun","cast"
"1954","tt0038351",5875,22,"counter","noun","no"
"1955","tt0038351",5875,23,"wife","noun","no"
"1956","tt0038351",5875,23,"war","noun","no"
"1957","tt0038351",5875,23,"reasons","noun","no"
"1958","tt0038351",5875,23,"his future","noun","no"
"1959","tt0038351",5875,24,"he chances","noun","no"
"1960","tt0038351",5875,24,"March","noun","cast"
"1961","tt0038351",5875,24,"daughter Peggy Teresa Wright","noun","cast"
"1962","tt0038351",5875,24,"turn","noun","no"
"1963","tt0038351",5875,24,"fireworks","noun","no"
"1964","tt0038351",5875,25,"unevenness","noun","no"
"1965","tt0038351",5875,25,"pervades","noun","no"
"1966","tt0038351",5875,25,"film","noun","general"
"1967","tt0038351",5875,26,"moments","noun","no"
"1968","tt0038351",5875,26,"soap opera intrude","noun","no"
"1969","tt0038351",5875,26,"time","noun","no"
"1970","tt0038351",5875,26,"line","noun","no"
"1971","tt0038351",5875,26,"marriage","noun","no"
"1972","tt0038351",5875,27,"romance","noun","general"
"1973","tt0038351",5875,27,"mirror","noun","no"
"1974","tt0038351",5875,27,"condition","noun","no"
"1975","tt0038351",5875,27,"war","noun","no"
"1976","tt0038351",5875,27,"servicemen","noun","no"
"1977","tt0038351",5875,27,"love","noun","no"
"1978","tt0038351",5875,27,"their return","noun","no"
"1979","tt0038351",5875,28,"Harold Russell","noun","cast"
"1980","tt0038351",5875,29,"quality","noun","no"
"1981","tt0038351",5875,29,"his acting","noun","cast"
"1982","tt0038351",5875,29,"rings","noun","no"
"1983","tt0038351",5875,29,"today","noun","no"
"1984","tt0038351",5875,29,"doubt","noun","no"
"1985","tt0038351",5875,30,"no nonsense approach","noun","no"
"1986","tt0038351",5875,30,"his situation","noun","no"
"1987","tt0038351",5875,30,"inspiration","noun","no"
"1988","tt0038351",5875,31,"scene","noun","general"
"1989","tt0038351",5875,31,"cinema","noun","general"
"1990","tt0038351",5875,31,"girl","noun","no"
"1991","tt0038351",5875,31,"his bedroom","noun","no"
"1992","tt0038351",5875,31,"truth","noun","no"
"1993","tt0038351",5875,31,"his condition","noun","no"
"1994","tt0038351",5875,32,"my elbows","noun","no"
"1995","tt0038351",5875,32,"boys","noun","no"
"1996","tt0038351",5875,33,"Truly","noun","no"
"1997","tt0038351",5875,33,"stuff","noun","no"
"1998","tt0038351",5875,34,"film","noun","general"
"1999","tt0038351",5875,34,"moments","noun","no"
"2000","tt0038351",5875,35,"moments","noun","no"
"2001","tt0038351",5875,35,"afternoon soaps","noun","no"
"2002","tt0038351",5875,36,"points","noun","no"
"2003","tt0038351",5876,1,"reviews","noun","no"
"2004","tt0038351",5876,1,"film","noun","general"
"2005","tt0038351",5876,1,"list form","noun","no"
"2006","tt0038351",5876,1,"attempt","noun","no"
"2007","tt0038351",5876,1,"issues","noun","no"
"2008","tt0038351",5876,2,"Dana Andrews","noun","cast"
"2009","tt0038351",5876,2,"filming","noun","direction"
"2010","tt0038351",5876,2,"movie","noun","no"
"2011","tt0038351",5876,3,"His character","noun","cast"
"2012","tt0038351",5876,3,"screenplay","noun","direction"
"2013","tt0038351",5876,3,"20s","noun","no"
"2014","tt0038351",5876,4,"Andrews","noun","cast"
"2015","tt0038351",5876,4,"actor","noun","cast"
"2016","tt0038351",5876,4,"character","noun","no"
"2017","tt0038351",5876,6,"March","noun","cast"
"2018","tt0038351",5876,6,"actors","noun","cast"
"2019","tt0038351",5876,6,"times","noun","no"
"2020","tt0038351",5876,6,"director","noun","direction"
"2021","tt0038351",5876,6,"acting","noun","cast"
"2022","tt0038351",5876,7,"cameras","noun","no"
"2023","tt0038351",5876,7,"night","noun","no"
"2024","tt0038351",5876,7,"his arrival","noun","no"
"2025","tt0038351",5876,7,"morning","noun","no"
"2026","tt0038351",5876,7,"his mirror","noun","no"
"2027","tt0038351",5876,9,"Dana Andrews","noun","cast"
"2028","tt0038351",5876,9,"Laura","noun","no"
"2029","tt0038351",5876,9,"Ox Bowl Incident","noun","no"
"2030","tt0038351",5876,9,"Sun","noun","no"
"2031","tt0038351",5876,9,"Purple Heart","noun","no"
"2032","tt0038351",5876,9,"films","noun","general"
"2033","tt0038351",5876,10,"Fredric March","noun","cast"
"2034","tt0038351",5876,10,"Academy Award","noun","no"
"2035","tt0038351",5876,10,"Dana Andrews","noun","cast"
"2036","tt0038351",5876,10,"performance","noun","cast"
"2037","tt0038351",5876,12,"Harold Russell","noun","cast"
"2038","tt0038351",5876,12,"performance","noun","no"
"2039","tt0038351",5876,12,"actor","noun","cast"
"2040","tt0038351",5876,14,"1940s","noun","no"
"2041","tt0038351",5876,14,"Dana Andrews","noun","cast"
"2042","tt0038351",5876,14,"interest","noun","no"
"2043","tt0038351",5876,14,"wife Virginia Mayo.6","noun","no"
"2044","tt0038351",5876,15,"Ray Teal","noun","cast"
"2045","tt0038351",5876,15,"wing","noun","no"
"2046","tt0038351",5876,15,"years","noun","no"
"2047","tt0038351",5876,15,"sheriff","noun","no"
"2048","tt0038351",5876,15,"Bonanza","noun","no"
"2049","tt0038351",5876,17,"professor","noun","no"
"2050","tt0038351",5876,17,"south","noun","no"
"2051","tt0038351",5876,17,"film","noun","general"
"2052","tt0038351",5876,17,"moving","noun","no"
"2053","tt0038351",5876,17,"boring","noun","no"
"2054","tt0038351",5876,18,"professor","noun","no"
"2055","tt0038351",5876,18,"films","noun","general"
"2056","tt0038351",5876,19,"beauty","noun","no"
"2057","tt0038351",5876,19,"significance","noun","no"
"2058","tt0038351",5876,19,"classics","noun","no"
"2059","tt0038351",5876,19,"character studies","noun","no"
"2060","tt0038351",5876,19,"profanity","noun","no"
"2061","tt0038351",5876,19,"violence","noun","no"
"2062","tt0038351",5876,19,"sex","noun","no"
"2063","tt0038351",5876,20,"people","noun","no"
"2064","tt0038351",5876,20,"my review","noun","no"
"2065","tt0038351",5877,1,"post war","noun","no"
"2066","tt0038351",5877,1,"thesedays","noun","no"
"2067","tt0038351",5877,2,"1946Oscars","noun","no"
"2068","tt0038351",5877,2,"expense","noun","no"
"2069","tt0038351",5877,2,"Life","noun","no"
"2070","tt0038351",5877,3,"films","noun","general"
"2071","tt0038351",5877,3,"film","noun","general"
"2072","tt0038351",5877,3,"actor","noun","cast"
"2073","tt0038351",5877,3,"Best Years","noun","no"
"2074","tt0038351",5877,4,"cast","noun","cast"
"2075","tt0038351",5877,4,"amateur actor Harold Russell areal life soldier","noun","cast"
"2076","tt0038351",5877,4,"hands","noun","no"
"2077","tt0038351",5877,4,"explosion","noun","no"
"2078","tt0038351",5877,4,"play","noun","general"
"2079","tt0038351",5877,4,"soldiers","noun","no"
"2080","tt0038351",5877,4,"life","noun","no"
"2081","tt0038351",5877,4,"what theyremember","noun","no"
"2082","tt0038351",5877,5,"Myrna Loy","noun","no"
"2083","tt0038351",5877,5,"March","noun","cast"
"2084","tt0038351",5877,5,"wife","noun","no"
"2085","tt0038351",5877,5,"family","noun","no"
"2086","tt0038351",5877,6,"scene","noun","general"
"2087","tt0038351",5877,6,"March","noun","cast"
"2088","tt0038351",5877,6,"Loy","noun","no"
"2089","tt0038351",5877,7,"threemen","noun","no"
"2090","tt0038351",5877,7,"problems","noun","no"
"2091","tt0038351",5877,7,"war life","noun","no"
"2092","tt0038351",5877,7,"notleast Russell","noun","no"
"2093","tt0038351",5877,7,"terms","noun","no"
"2094","tt0038351",5877,7,"hands","noun","no"
"2095","tt0038351",5877,7,"his financeCathy O'Donnell","noun","no"
"2096","tt0038351",5877,8,"Sam Goldywn","noun","no"
"2097","tt0038351",5877,8,"film","noun","general"
"2098","tt0038351",5877,8,"nomoney","noun","no"
"2099","tt0038351",5877,8,"everyone","noun","no"
"2100","tt0038351",5877,8,"America","noun","no"
"2101","tt0038351",5877,8,"film","noun","general"
"2102","tt0038351",5877,8,"men","noun","no"
"2103","tt0038351",5877,9,"film","noun","general"
"2104","tt0038351",5878,1,"movie","noun","general"
"2105","tt0038351",5878,1,"Runaway Bride","noun","no"
"2106","tt0038351",5878,1,"my granddaughter age","noun","no"
"2107","tt0038351",5878,1,"movies","noun","general"
"2108","tt0038351",5878,1,"movie","noun","general"
"2109","tt0038351",5878,1,"your lifetime","noun","no"
"2110","tt0038351",5878,3,"choice","noun","no"
"2111","tt0038351",5878,4,"summer","noun","no"
"2112","tt0038351",5878,4,"thought","noun","no"
"2113","tt0038351",5878,4,"flicks","noun","no"
"2114","tt0038351",5878,4,"my decision","noun","no"
"2115","tt0038351",5878,5,"BEST YEARS","noun","no"
"2116","tt0038351",5878,5,"OUR","noun","no"
"2117","tt0038351",5878,6,"movie","noun","general"
"2118","tt0038351",5878,6,"flaws","noun","no"
"2119","tt0038351",5878,7,"movie","noun","general"
"2120","tt0038351",5878,7,"characters part","noun","cast"
"2121","tt0038351",5878,7,"dialog","noun","general"
"2122","tt0038351",5878,7,"story","noun","story"
"2123","tt0038351",5878,8,"part","noun","no"
"2124","tt0038351",5878,8,"film","noun","general"
"2125","tt0038351",5878,9,"girl","noun","no"
"2126","tt0038351",5878,9,"fixation","noun","no"
"2127","tt0038351",5878,9,"her brothers lack","noun","no"
"2128","tt0038351",5878,9,"hands","noun","no"
"2129","tt0038351",5878,9,"man","noun","no"
"2130","tt0038351",5878,9,"home","noun","no"
"2131","tt0038351",5878,9,"adult children who","noun","no"
"2132","tt0038351",5878,9,"ideas","noun","no"
"2133","tt0038351",5878,9,"portrayal","noun","no"
"2134","tt0038351",5878,9,"man","noun","no"
"2135","tt0038351",5878,9,"responsiblity","noun","no"
"2136","tt0038351",5878,9,"soda jerk who","noun","no"
"2137","tt0038351",5878,9,"leader","noun","no"
"2138","tt0038351",5878,9,"group","noun","no"
"2139","tt0038351",5878,9,"men","noun","no"
"2140","tt0038351",5878,9,"medals","noun","no"
"2141","tt0038351",5878,9,"his action","noun","cast"
"2142","tt0038351",5878,10,"women","noun","no"
"2143","tt0038351",5878,10,"husband","noun","no"
"2144","tt0038351",5878,10,"life","noun","no"
"2145","tt0038351",5878,10,"years","noun","no"
"2146","tt0038351",5878,11,"realization","noun","no"
"2147","tt0038351",5878,11,"folks","noun","no"
"2148","tt0038351",5878,11,"safety","noun","no"
"2149","tt0038351",5878,11,"homes","noun","no"
"2150","tt0038351",5878,11,"sacrifices","noun","no"
"2151","tt0038351",5878,11,"men","noun","no"
"2152","tt0038351",5878,11,"their behalf","noun","no"
"2153","tt0038351",5878,12,"look","noun","no"
"2154","tt0038351",5878,12,"life","noun","no"
"2155","tt0038351",5878,12,"man","noun","no"
"2156","tt0038351",5878,12,"hands","noun","no"
"2157","tt0038351",5878,13,"parents","noun","no"
"2158","tt0038351",5878,13,"look","noun","no"
"2159","tt0038351",5878,13,"reaction","noun","no"
"2160","tt0038351",5878,13,"their son","noun","no"
"2161","tt0038351",5878,13,"deformities","noun","no"
"2162","tt0038351",5878,14,"man","noun","no"
"2163","tt0038351",5878,14,"life","noun","no"
"2164","tt0038351",5878,14,"death decision","noun","no"
"2165","tt0038351",5878,14,"instant","noun","no"
"2166","tt0038351",5878,14,"way","noun","no"
"2167","tt0038351",5878,14,"bank","noun","no"
"2168","tt0038351",5878,14,"loan structure","noun","no"
"2169","tt0038351",5878,15,"heart strumming act","noun","no"
"2170","tt0038351",5878,16,"WAS REAL LIFE","noun","no"
"2171","tt0038351",5878,18,"my friends","noun","no"
"2172","tt0038351",5878,18,"HOW IT WAS","noun","no"
"2173","tt0038351",5878,19,"documentary","noun","no"
"2174","tt0038351",5878,20,"day","noun","no"
"2175","tt0038351",5878,20,"color film","noun","general"
"2176","tt0038351",5878,20,"B/W","noun","no"
"2177","tt0038351",5878,21,"casting","noun","cast"
"2178","tt0038351",5878,22,"anyone","noun","no"
"2179","tt0038351",5878,22,"history","noun","no"
"2180","tt0038351",5878,22,"film making","noun","direction"
"2181","tt0038351",5878,22,"writing","noun","general"
"2182","tt0038351",5878,22,"sociology","noun","no"
"2183","tt0038351",5878,22,"family counciling","noun","no"
"2184","tt0038351",5878,22,"psychology","noun","no"
"2185","tt0038351",5878,22,"example","noun","no"
"2186","tt0038351",5878,22,"film makers art","noun","direction"
"2187","tt0038351",5879,1,"Years","noun","no"
"2188","tt0038351",5879,1,"Our Lives","noun","no"
"2189","tt0038351",5879,2,"acting","noun","cast"
"2190","tt0038351",5879,2,"script","noun","story"
"2191","tt0038351",5879,2,"Master William Wyler","noun","direction"
"2192","tt0038351",5879,2,"Directionwinner","noun","direction"
"2193","tt0038351",5879,2,"Best Director","noun","direction"
"2194","tt0038351",5879,2,"Brilliant","noun","no"
"2195","tt0038351",5879,3,"film","noun","general"
"2196","tt0038351",5879,3,"World War II veteran","noun","no"
"2197","tt0038351",5879,3,"home","noun","no"
"2198","tt0038351",5879,3,"plane","noun","no"
"2199","tt0038351",5879,3,"chance","noun","no"
"2200","tt0038351",5879,3,"town","noun","no"
"2201","tt0038351",5879,4,"their families","noun","no"
"2202","tt0038351",5879,5,"man Al StephensonPlayed","noun","no"
"2203","tt0038351",5879,5,"Fredric March","noun","cast"
"2204","tt0038351",5879,5,"his Oscar","noun","no"
"2205","tt0038351",5879,5,"role","noun","no"
"2206","tt0038351",5879,5,"his wife Millieplayed","noun","no"
"2207","tt0038351",5879,5,"Myrna Loy","noun","cast"
"2208","tt0038351",5879,5,"Children Peggy","noun","no"
"2209","tt0038351",5879,5,"Robplayed","noun","no"
"2210","tt0038351",5879,5,"Teresa Wright","noun","cast"
"2211","tt0038351",5879,5,"cast","noun","cast"
"2212","tt0038351",5879,5,"war","noun","no"
"2213","tt0038351",5879,6,"man Fred Derryplayed","noun","no"
"2214","tt0038351",5879,6,"Dana Andrews","noun","cast"
"2215","tt0038351",5879,6,"role","noun","no"
"2216","tt0038351",5879,6,"job","noun","no"
"2217","tt0038351",5879,6,"wife","noun","no"
"2218","tt0038351",5879,6,"days","noun","no"
"2219","tt0038351",5879,6,"war","noun","no"
"2220","tt0038351",5879,8,"man","noun","no"
"2221","tt0038351",5879,8,"adaptation","noun","no"
"2222","tt0038351",5879,9,"Homer Parishplayed","noun","cast"
"2223","tt0038351",5879,9,"Harold Russell","noun","cast"
"2224","tt0038351",5879,9,"his excellant oscar roleHe","noun","no"
"2225","tt0038351",5879,9,"his hands","noun","no"
"2226","tt0038351",5879,9,"war","noun","no"
"2227","tt0038351",5879,9,"his family","noun","no"
"2228","tt0038351",5879,9,"fiance","noun","no"
"2229","tt0038351",5879,9,"Wilma","noun","no"
"2230","tt0038351",5879,9,"Cathy O'Donnell reactions","noun","cast"
"2231","tt0038351",5879,9,"hooks","noun","no"
"2232","tt0038351",5879,9,"his hands","noun","no"
"2233","tt0038351",5879,10,"men","noun","no"
"2234","tt0038351",5879,10,"their families","noun","no"
"2235","tt0038351",5879,10,"film","noun","general"
"2236","tt0038351",5879,10,"scences","noun","general"
"2237","tt0038351",5879,11,"stories","noun","story"
"2238","tt0038351",5879,11,"men","noun","no"
"2239","tt0038351",5879,12,"film","noun","general"
"2240","tt0038351",5879,12,"meaning","noun","no"
"2241","tt0038351",5879,12,"Classic""","noun","general"
"2242","tt0038351",5879,13,"dramawinner","noun","general"
"2243","tt0038351",5879,13,"picture","noun","general"
"2244","tt0038351",5879,13,"film","noun","general"
"2245","tt0038351",5879,13,"everyone","noun","no"
"2246","tt0038351",5879,14,"film","noun","general"
"2247","tt0038351",5879,15,"Years","noun","no"
"2248","tt0038351",5879,15,"Our Lives","noun","no"
"2249","tt0038351",5879,16,"time","noun","no"
"2250","tt0038351",5879,16,"movie rent","noun","no"
"2251","tt0038351",5879,16,"one","noun","no"
"2252","tt0038351",5880,1,"Years","noun","no"
"2253","tt0038351",5880,1,"Our Lives","noun","no"
"2254","tt0038351",5880,2,"acting","noun","cast"
"2255","tt0038351",5880,2,"script","noun","story"
"2256","tt0038351",5880,2,"Master William Wyler","noun","direction"
"2257","tt0038351",5880,2,"Directionwinner","noun","direction"
"2258","tt0038351",5880,2,"Best Director","noun","direction"
"2259","tt0038351",5880,2,"Brilliant","noun","no"
"2260","tt0038351",5880,3,"film","noun","general"
"2261","tt0038351",5880,3,"veterans","noun","no"
"2262","tt0038351",5880,3,"home","noun","no"
"2263","tt0038351",5880,3,"war","noun","no"
"2264","tt0038351",5880,3,"ones","noun","no"
"2265","tt0038351",5880,3,"hardships","noun","no"
"2266","tt0038351",5880,3,"home","noun","no"
"2267","tt0038351",5880,3,"war","noun","no"
"2268","tt0038351",5880,4,"man Al StephensonPlayed","noun","no"
"2269","tt0038351",5880,4,"Fredric March","noun","cast"
"2270","tt0038351",5880,4,"his Oscar","noun","no"
"2271","tt0038351",5880,4,"role","noun","no"
"2272","tt0038351",5880,4,"home","noun","no"
"2273","tt0038351",5880,4,"his wife Millieplayed","noun","no"
"2274","tt0038351",5880,4,"Myrna Loy","noun","cast"
"2275","tt0038351",5880,4,"children Peggy","noun","no"
"2276","tt0038351",5880,4,"Robplayed","noun","no"
"2277","tt0038351",5880,4,"Teresa Wright","noun","cast"
"2278","tt0038351",5880,4,"Michael Hall","noun","cast"
"2279","tt0038351",5880,4,"war","noun","no"
"2280","tt0038351",5880,5,"man Fred Derryplayed","noun","cast"
"2281","tt0038351",5880,5,"Dana Andrews","noun","cast"
"2282","tt0038351",5880,5,"job","noun","no"
"2283","tt0038351",5880,5,"home","noun","no"
"2284","tt0038351",5880,5,"wife","noun","no"
"2285","tt0038351",5880,5,"days","noun","no"
"2286","tt0038351",5880,5,"war","noun","no"
"2287","tt0038351",5880,7,"Homer Parishplayed","noun","cast"
"2288","tt0038351",5880,7,"Harold Russell","noun","cast"
"2289","tt0038351",5880,7,"his Oscar","noun","no"
"2290","tt0038351",5880,7,"his hands","noun","no"
"2291","tt0038351",5880,7,"war","noun","no"
"2292","tt0038351",5880,7,"his family","noun","no"
"2293","tt0038351",5880,7,"fiance","noun","no"
"2294","tt0038351",5880,7,"Wilma","noun","no"
"2295","tt0038351",5880,7,"Cathy O'Donnell reactions","noun","cast"
"2296","tt0038351",5880,7,"hooks","noun","no"
"2297","tt0038351",5880,7,"his hands","noun","no"
"2298","tt0038351",5880,8,"men","noun","no"
"2299","tt0038351",5880,8,"their families","noun","no"
"2300","tt0038351",5880,8,"film","noun","general"
"2301","tt0038351",5880,8,"scenes","noun","general"
"2302","tt0038351",5880,9,"stories","noun","story"
"2303","tt0038351",5880,9,"men","noun","no"
"2304","tt0038351",5880,10,"film","noun","general"
"2305","tt0038351",5880,10,"meaning","noun","no"
"2306","tt0038351",5880,10,"Classic""","noun","general"
"2307","tt0038351",5880,11,"dramawinner","noun","general"
"2308","tt0038351",5880,11,"picture","noun","general"
"2309","tt0038351",5880,11,"film","noun","general"
"2310","tt0038351",5880,11,"everyone","noun","no"
"2311","tt0038351",5880,12,"film","noun","general"
"2312","tt0038351",5880,13,"Years","noun","no"
"2313","tt0038351",5880,13,"Our Lives","noun","no"
"2314","tt0038351",5880,14,"time","noun","no"
"2315","tt0038351",5880,14,"video store rent","noun","no"
"2316","tt0038351",5880,14,"movie","noun","general"
"2317","tt0038351",5880,15,"material","noun","no"
"2318","tt0038351",5880,15,"family film","noun","general"
"2319","tt0038351",5881,1,"movies","noun","general"
"2320","tt0038351",5881,1,"time","noun","no"
"2321","tt0038351",5881,2,"story","noun","story"
"2322","tt0038351",5881,2,"actors","noun","cast"
"2323","tt0038351",5881,3,"characters","noun","cast"
"2324","tt0038351",5881,4,"William Wyler proofs","noun","direction"
"2325","tt0038351",5881,4,"movie","noun","general"
"2326","tt0038351",5881,4,"director","noun","direction"
"2327","tt0038351",5881,5,"His craftsmanship","noun","no"
"2328","tt0038351",5882,1,"soda counter","noun","no"
"2329","tt0038351",5882,1,"drugstore nolonger","noun","no"
"2330","tt0038351",5882,1,"clothes","noun","no"
"2331","tt0038351",5882,1,"immediatepost war vintage","noun","no"
"2332","tt0038351",5882,1,"planes","noun","no"
"2333","tt0038351",5882,1,"movie","noun","general"
"2334","tt0038351",5882,2,"adjustments","noun","no"
"2335","tt0038351",5882,2,"problems post war","noun","no"
"2336","tt0038351",5882,2,"beautifullove stories","noun","story"
"2337","tt0038351",5882,2,"acting","noun","cast"
"2338","tt0038351",5882,2,"Harold Russell","noun","cast"
"2339","tt0038351",5882,2,"Andrews","noun","cast"
"2340","tt0038351",5882,2,"today","noun","no"
"2341","tt0038351",5882,2,"l946","noun","no"
"2342","tt0038351",5882,3,"women","noun","no"
"2343","tt0038351",5882,3,"our marvelousveterans home","noun","no"
"2344","tt0038351",5882,3,"World War II","noun","no"
"2345","tt0038351",5882,4,"my memories","noun","no"
"2346","tt0038351",5882,4,"war years","noun","no"
"2347","tt0038351",5882,4,"homecomings","noun","no"
"2348","tt0038351",5882,4,"today","noun","no"
"2349","tt0038351",5882,4,"place yesterday","noun","no"
"2350","tt0038351",5882,4,"movie","noun","general"
"2351","tt0038351",5882,4,"our times","noun","no"
"2352","tt0038351",5883,1,"film","noun","general"
"2353","tt0038351",5883,1,"stories","noun","story"
"2354","tt0038351",5883,1,"couples","noun","no"
"2355","tt0038351",5883,1,"Post WWII life","noun","no"
"2356","tt0038351",5883,2,"accounts","noun","no"
"2357","tt0038351",5883,2,"audience","noun","no"
"2358","tt0038351",5883,2,"War","noun","no"
"2359","tt0038351",5883,2,"people","noun","no"
"2360","tt0038351",5883,2,"their human spirit","noun","no"
"2361","tt0038351",5883,2,"triumph","noun","no"
"2362","tt0038351",5883,3,"scene","noun","general"
"2363","tt0038351",5883,3,"service man","noun","no"
"2364","tt0038351",5883,3,"home","noun","no"
"2365","tt0038351",5883,3,"amputee","noun","no"
"2366","tt0038351",5883,3,"arms","noun","no"
"2367","tt0038351",5883,3,"elbow","noun","no"
"2368","tt0038351",5883,3,"his sweetheart","noun","no"
"2369","tt0038351",5883,4,"His girl","noun","no"
"2370","tt0038351",5883,4,"things","noun","no"
